Source,X,Y
11885,31.986694,118.774191
11886,31.986764,118.770837
11887,31.986903,118.770949
11888,31.986941,118.774858
11889,31.987064,118.771032
11890,31.987134,118.775096
11891,31.987198,118.771077
11892,31.988415,118.771200
11893,31.988714,118.771132
11894,31.988804,118.772436
11895,31.988825,118.774853
11896,31.988865,118.772366
11897,31.989008,118.771040
11898,31.989010,118.772341
11899,31.989269,118.770937
11900,31.989327,118.772356
11901,31.989397,118.771849
11902,31.989431,118.770902
11903,32.080753,118.804123
11904,31.989514,118.770904
11905,32.080220,118.804091
11906,31.991519,118.768100
11907,32.079812,118.804135
11908,31.964306,118.845633
11909,31.994971,118.769284
11910,32.049977,119.063117
11911,32.049928,119.062966
11912,32.049922,119.062823
11913,32.079367,118.804231
11914,32.079088,118.804358
11915,32.049045,119.061702
11916,32.089129,118.735378
11917,32.045100,119.053789
11918,32.087977,118.747440
11919,31.842992,118.836043
11920,31.965890,118.844195
11921,32.046034,119.052230
11922,32.087578,118.748165
11923,32.046658,119.051515
11924,32.046847,119.051343
11925,32.047152,119.051069
11926,32.087436,118.748450
11927,32.047675,119.050676
11928,32.060145,118.473409
11929,31.319209,118.738314
11930,31.938618,118.622572
11931,31.971841,118.808059
11932,32.088181,118.830920
11933,32.074938,118.505278
11934,32.187753,119.192632
11935,31.958658,118.809150
11936,31.885625,118.806377
11937,32.061774,118.474447
11938,31.949849,118.642802
11939,31.958320,118.814153
11940,32.066860,118.810640
11941,32.156315,118.953221
11942,32.089081,118.828693
11943,31.586733,119.180515
11944,32.054110,118.731059
11945,32.031650,118.848428
11946,32.304438,118.912558
11947,32.398838,118.881375
11948,31.918055,118.864358
11949,32.088131,118.832389
11950,32.154472,118.962385
11951,31.952345,118.838969
11952,31.739772,118.882342
11953,32.156971,118.987514
11954,31.969264,118.651911
11955,32.063225,118.475517
11956,31.968718,118.650752
11957,31.586812,119.179865
11958,31.947015,118.527554
11959,32.076075,118.506335
11960,32.054153,118.728927
11961,31.945567,118.528143
11962,32.057922,118.664598
11963,32.066568,118.810281
11964,31.672285,118.806643
11965,32.088011,118.830503
11966,31.586812,119.180282
11967,32.076820,118.507075
11968,31.305918,118.729589
11969,31.960927,118.641633
11970,32.204753,119.163116
11971,32.508146,118.686399
11972,31.586822,119.179967
11973,32.063947,118.476168
11974,31.955684,118.642405
11975,32.134374,118.554137
11976,32.066570,118.809984
11977,32.298161,118.814682
11978,32.088203,118.830884
11979,31.586858,119.180548
11980,32.043315,119.042802
11981,32.058596,118.855021
11982,32.058932,118.854951
11983,31.586887,119.180801
11984,31.957577,118.701349
11985,32.059216,118.854906
11986,32.059478,118.854915
11987,31.957304,118.704804
11988,32.050519,118.847532
11989,31.946994,118.817738
11990,31.949607,118.817417
11991,32.325260,118.819837
11992,31.979084,118.801523
11993,32.336487,118.831715
11994,32.088831,118.831152
11995,31.586917,119.173443
11996,32.092094,118.792692
11997,32.058130,118.853124
11998,32.058212,118.853036
11999,32.058964,118.802923
12000,31.942043,118.923551
12001,32.059562,118.803771
12002,32.059592,118.804080
12003,32.059465,118.805143
12004,32.059193,118.807292
12005,32.059194,118.807496
12006,32.059410,118.807882
12007,32.059517,118.807912
12008,32.060557,118.808073
12009,31.942102,118.870998
12010,31.586934,119.180935
12011,32.207311,119.077546
12012,32.059844,118.855198
12013,32.083662,118.804029
12014,32.094656,118.803996
12015,32.098329,118.803723
12016,32.041154,119.037004
12017,32.067194,118.811128
12018,32.059732,118.855753
12019,32.088157,118.831713
12020,31.587033,119.181148
12021,31.942619,118.943929
12022,32.060473,118.856433
12023,32.094639,118.802765
12024,32.067247,118.810771
12025,32.060906,118.856671
12026,32.152818,118.960559
12027,31.942905,118.919301
12028,32.326584,118.820553
12029,32.054223,118.805649
12030,32.158480,118.951610
12031,32.061930,118.857103
12032,32.088286,118.829025
12033,32.159639,118.988252
12034,32.021181,118.762976
12035,32.062117,118.856980
12036,32.185528,118.809202
12037,32.062155,118.856830
12038,32.209218,119.123412
12039,32.014257,118.759661
12040,32.283002,118.824425
12041,32.014628,118.760184
12042,32.283795,118.823574
12043,31.398871,119.095562
12044,32.283821,118.824412
12045,32.058749,118.724998
12046,32.051065,118.723564
12047,32.012511,118.707809
12048,31.944540,118.927944
12049,32.044463,118.721143
12050,32.284053,118.824799
12051,32.043602,118.720776
12052,32.039746,118.715923
12053,32.037727,118.714551
12054,32.018946,118.706494
12055,32.016573,118.705846
12056,32.027036,118.879468
12057,32.027277,118.880154
12058,32.286838,118.814864
12059,32.088073,118.830799
12060,31.986168,118.666835
12061,32.287119,118.823440
12062,32.077107,118.805307
12063,32.050163,118.666796
12064,32.017998,118.709318
12065,32.016053,118.716601
12066,32.015285,118.719196
12067,32.077192,118.805655
12068,32.014096,118.721818
12069,32.287234,118.820462
12070,32.287262,118.821331
12071,32.287300,118.822529
12072,31.587416,119.181736
12073,32.079888,118.509302
12074,32.040833,118.594039
12075,32.013629,118.722778
12076,32.019158,118.705726
12077,32.118234,118.960591
12078,32.287638,118.819841
12079,32.088360,118.831658
12080,32.287659,118.820436
12081,32.106098,118.675756
12082,32.041250,118.595919
12083,32.118153,118.960786
12084,32.119324,118.919894
12085,31.948594,118.889361
12086,32.159433,118.956457
12087,31.319579,118.740973
12088,31.992374,119.078984
12089,32.288587,118.821811
12090,32.066344,118.478353
12091,32.288624,118.822914
12092,32.152338,118.708520
12093,32.288651,118.823726
12094,32.289464,118.819754
12095,32.289486,118.820347
12096,31.864656,119.037369
12097,32.289539,118.821768
12098,32.081102,118.509495
12099,32.289580,118.822868
12100,31.379517,118.984163
12101,31.380403,118.984655
12102,31.381411,118.985459
12103,32.066710,118.478802
12104,32.289607,118.823686
12105,32.289627,118.824480
12106,32.290329,118.819709
12107,32.085621,119.009451
12108,32.195168,118.688685
12109,32.290616,118.820105
12110,32.074719,118.728012
12111,32.196689,118.686652
12112,31.834858,118.889148
12113,32.290622,118.820300
12114,31.978529,118.767625
12115,31.978709,118.768356
12116,31.978797,118.768485
12117,31.978871,118.770565
12118,31.978911,118.770315
12119,32.037910,118.794924
12120,32.038059,118.794966
12121,32.038049,118.795002
12122,32.038124,118.795025
12123,31.979438,118.769580
12124,31.979486,118.769239
12125,32.290670,118.821704
12126,31.980121,118.769560
12127,31.950761,118.896905
12128,31.980418,118.769495
12129,31.990376,118.772356
12130,31.990395,118.771943
12131,32.290693,118.822397
12132,31.964721,118.556981
12133,32.032836,118.842142
12134,31.966228,118.558436
12135,31.975702,118.544360
12136,31.975868,118.544565
12137,32.290725,118.823335
12138,31.979436,118.542882
12139,32.033598,118.841015
12140,31.978674,118.544638
12141,31.978243,118.545561
12142,31.976843,118.547634
12143,32.290756,118.824425
12144,31.977990,118.545990
12145,32.033546,118.842189
12146,31.737436,118.878011
12147,32.290860,118.820814
12148,32.067808,118.481515
12149,32.117679,118.963205
12150,32.160865,118.988434
12151,32.108812,118.916506
12152,32.068019,118.482049
12153,31.812965,118.696727
12154,31.812803,118.695659
12155,31.812562,118.694108
12156,31.812538,118.693797
12157,31.812664,118.693705
12158,31.812670,118.693472
12159,31.812574,118.693287
12160,31.812508,118.692721
12161,32.056741,118.912434
12162,32.057463,118.915765
12163,31.813705,118.690612
12164,31.813885,118.690562
12165,31.814151,118.690544
12166,31.814361,118.690612
12167,31.814534,118.690593
12168,31.814885,118.690550
12169,32.068268,118.482506
12170,32.127093,118.928021
12171,32.125777,118.928976
12172,32.128838,118.925742
12173,32.129157,118.926423
12174,32.128977,118.926563
12175,32.291625,118.820767
12176,32.128518,118.927734
12177,31.954434,118.901610
12178,32.127818,118.927302
12179,32.127430,118.926580
12180,32.291657,118.821666
12181,32.130915,118.927636
12182,32.130491,118.928040
12183,32.129290,118.927626
12184,32.130995,118.929811
12185,32.131354,118.930542
12186,32.291682,118.822351
12187,32.054134,118.953938
12188,31.742576,118.872225
12189,32.198717,119.166039
12190,31.986544,119.050913
12191,32.291716,118.823290
12192,32.128590,118.931398
12193,31.742559,118.872159
12194,32.460873,118.831493
12195,32.291753,118.824371
12196,31.742564,118.872104
12197,32.110308,118.953563
12198,32.291780,118.825188
12199,31.743848,118.875820
12200,31.745064,118.877926
12201,32.214118,119.201538
12202,31.340592,118.842316
12203,31.744651,118.877260
12204,32.086210,118.700937
12205,31.747818,118.883071
12206,32.063897,119.062000
12207,31.748342,118.883808
12208,32.025072,118.789624
12209,31.748291,118.883833
12210,31.340580,118.841337
12211,32.054042,118.952727
12212,31.748249,118.883835
12213,32.087529,118.830471
12214,31.748225,118.883821
12215,32.292139,118.824350
12216,31.748656,118.883565
12217,32.151204,118.842993
12218,31.749858,118.882687
12219,32.038589,118.807836
12220,32.098340,118.868009
12221,31.946013,118.732824
12222,32.310857,118.804632
12223,31.751270,118.881647
12224,32.089632,118.829271
12225,32.083025,118.509580
12226,32.004523,118.740026
12227,31.751859,118.881269
12228,32.046553,118.551925
12229,31.754047,118.879973
12230,31.892940,118.821539
12231,32.105971,118.623797
12232,32.088229,118.830880
12233,32.037847,118.532625
12234,32.038298,118.532755
12235,32.038476,118.532771
12236,32.083843,118.509438
12237,32.039490,118.532599
12238,32.051459,118.526265
12239,32.050662,118.526344
12240,32.049834,118.526301
12241,32.047370,118.526130
12242,32.153911,118.677267
12243,32.043996,118.527385
12244,32.042550,118.527514
12245,32.040363,118.527567
12246,32.039191,118.527636
12247,32.038839,118.527734
12248,32.038171,118.527927
12249,32.037466,118.527846
12250,32.039819,118.510296
12251,32.039754,118.510278
12252,32.039558,118.510211
12253,32.039481,118.510197
12254,32.039446,118.510090
12255,32.039458,118.509827
12256,32.039542,118.509269
12257,32.292729,118.822295
12258,32.039181,118.508856
12259,32.038498,118.508583
12260,32.089020,118.832905
12261,31.891067,118.821624
12262,31.995969,119.047402
12263,32.120932,118.840268
12264,32.292798,118.824324
12265,31.727514,118.839280
12266,32.292892,118.820714
12267,31.888458,118.884419
12268,32.104933,118.826777
12269,32.102321,118.828188
12270,32.101680,118.827980
12271,32.101284,118.827840
12272,32.099528,118.827249
12273,32.098104,118.826790
12274,32.097144,118.826619
12275,32.095709,118.826571
12276,32.043896,118.504597
12277,32.043555,118.503149
12278,32.235330,118.746023
12279,32.235090,118.745775
12280,32.041785,118.730336
12281,32.044254,118.730232
12282,32.044280,118.729174
12283,32.044275,118.730830
12284,32.045051,118.730871
12285,32.041788,118.731639
12286,32.041997,118.731506
12287,32.042813,118.731475
12288,32.042829,118.731126
12289,32.042813,118.731811
12290,32.043335,118.731801
12291,32.043597,118.731114
12292,32.043586,118.732064
12293,32.045009,118.732077
12294,32.043590,118.731771
12295,32.046126,118.509811
12296,32.043334,118.732068
12297,32.045129,118.509289
12298,32.044804,118.509093
12299,31.337320,118.827218
12300,32.043941,118.508642
12301,32.043105,118.508036
12302,32.042327,118.507891
12303,31.891839,118.819421
12304,32.041713,118.507558
12305,32.041381,118.507419
12306,32.040963,118.507558
12307,32.040781,118.507590
12308,32.055086,118.935864
12309,32.040395,118.507842
12310,32.040254,118.508256
12311,32.039826,118.510262
12312,32.038744,118.515176
12313,32.038112,118.518078
12314,32.037598,118.519886
12315,32.036936,118.522010
12316,32.037027,118.522753
12317,32.037332,118.524378
12318,32.037450,118.525006
12319,32.050911,118.847634
12320,32.038303,118.526720
12321,32.038753,118.527128
12322,32.038962,118.527229
12323,32.039167,118.527589
12324,32.039253,118.527755
12325,31.938240,118.361912
12326,31.937789,118.361901
12327,31.937527,118.362044
12328,31.937171,118.362044
12329,31.936497,118.361945
12330,31.936282,118.361801
12331,31.936114,118.361779
12332,31.938199,118.363823
12333,32.105211,118.873828
12334,32.328155,118.932853
12335,32.325913,118.931342
12336,32.325425,118.932314
12337,32.323834,118.932445
12338,32.316051,118.933342
12339,32.310520,118.933964
12340,32.306757,118.934356
12341,32.304970,118.934547
12342,32.304312,118.934608
12343,32.302889,118.934779
12344,32.302608,118.934801
12345,32.301334,118.934946
12346,31.937504,118.408130
12347,31.938893,118.405328
12348,32.289193,118.936471
12349,31.938763,118.409978
12350,32.285238,118.939239
12351,32.285365,118.940280
12352,31.937600,118.412481
12353,32.282139,118.941631
12354,31.936214,118.420108
12355,31.935849,118.424630
12356,31.935652,118.427200
12357,31.935671,118.428557
12358,31.935877,118.430057
12359,31.936270,118.432153
12360,31.937191,118.411454
12361,31.937730,118.412775
12362,31.938084,118.412279
12363,31.938532,118.411311
12364,31.941882,118.405793
12365,31.941992,118.405476
12366,31.941447,118.409805
12367,31.332006,118.821340
12368,31.938030,118.411282
12369,31.943843,118.409122
12370,31.942963,118.405108
12371,31.944860,118.405042
12372,31.945445,118.404898
12373,31.947630,118.404500
12374,31.947933,118.404452
12375,31.949708,118.404335
12376,31.951705,118.404191
12377,31.957366,118.403861
12378,31.947767,118.407792
12379,31.950041,118.407052
12380,31.950951,118.406850
12381,31.951339,118.406796
12382,31.944535,118.408859
12383,31.944034,118.409035
12384,31.943513,118.409155
12385,31.938291,118.410573
12386,31.938455,118.410336
12387,31.332631,118.821881
12388,32.057155,118.963854
12389,32.088590,118.831219
12390,32.016395,118.708393
12391,32.345337,118.813346
12392,32.154577,118.841335
12393,31.331941,118.820930
12394,32.056984,118.963089
12395,32.088915,118.832370
12396,32.023700,118.693769
12397,31.721062,118.865583
12398,32.107034,118.677222
12399,32.104890,118.875385
12400,32.209209,119.123185
12401,31.713289,118.852571
12402,32.057763,118.841771
12403,31.329829,118.817312
12404,32.057178,118.963037
12405,32.163203,118.976892
12406,31.762848,118.924804
12407,32.103654,118.672999
12408,32.331936,118.799630
12409,32.118128,118.817185
12410,32.035821,119.036342
12411,32.213449,119.202875
12412,31.323648,118.806689
12413,32.057440,118.965991
12414,32.142045,118.826734
12415,32.018013,119.043736
12416,31.616156,119.023993
12417,32.323324,118.813727
12418,32.035075,119.037443
12419,31.892428,118.819062
12420,31.322787,118.805093
12421,32.057454,118.965515
12422,32.088375,118.831747
12423,31.757445,118.943549
12424,32.034880,119.037787
12425,31.322488,118.804316
12426,32.057328,118.965518
12427,31.890006,118.823267
12428,32.163603,118.988256
12429,32.036643,118.514494
12430,32.084071,118.823733
12431,32.080938,118.904222
12432,31.888082,118.882759
12433,32.037109,118.524578
12434,31.890372,118.823303
12435,32.037099,118.524431
12436,31.322049,118.802939
12437,32.080156,118.902125
12438,32.020728,118.695717
12439,32.236008,118.767670
12440,32.079459,118.902470
12441,31.966594,118.726059
12442,32.079129,118.900756
12443,31.321819,118.801587
12444,32.125903,118.822007
12445,32.125975,118.821999
12446,32.126021,118.821959
12447,32.126037,118.821883
12448,32.126032,118.821693
12449,32.122548,118.821951
12450,32.122457,118.822428
12451,32.108168,118.678395
12452,32.080745,118.899445
12453,31.891798,118.819255
12454,32.084717,118.669017
12455,32.034391,119.039037
12456,32.123933,118.821956
12457,32.125793,118.822004
12458,31.321172,118.795096
12459,32.123913,118.819220
12460,32.123933,118.819129
12461,32.123979,118.819051
12462,32.124035,118.819016
12463,32.124115,118.819032
12464,32.125744,118.819518
12465,32.140962,118.558358
12466,31.888129,118.821627
12467,31.320314,118.786813
12468,31.969875,118.755371
12469,31.885135,118.819492
12470,32.023302,118.693925
12471,32.325898,118.769368
12472,32.104507,118.680745
12473,31.885137,118.819540
12474,32.110077,118.929571
12475,32.109657,118.929817
12476,32.109549,118.929872
12477,32.109549,118.929930
12478,32.080601,118.899224
12479,31.319734,118.780937
12480,31.969902,118.754518
12481,32.145923,118.923133
12482,32.163908,118.988240
12483,32.102287,118.678525
12484,32.146065,118.935272
12485,32.085733,118.826610
12486,32.146041,118.922090
12487,32.137130,118.885950
12488,32.146261,118.925433
12489,31.319659,118.779065
12490,31.969993,118.754266
12491,32.099306,118.682423
12492,32.219962,119.088393
12493,32.161160,118.977040
12494,31.319702,118.770771
12495,31.970112,118.754142
12496,32.079286,118.902052
12497,31.936083,119.002248
12498,32.079175,118.900059
12499,32.109907,118.929671
12500,32.109841,118.929535
12501,32.109787,118.929568
12502,32.109851,118.929703
12503,31.319739,118.762371
12504,32.057115,118.972706
12505,31.969857,118.754923
12506,32.460637,118.830978
12507,31.589598,119.183868
12508,32.152796,119.030471
12509,32.107550,118.684613
12510,31.976722,118.699498
12511,32.156422,118.672053
12512,32.147038,118.941047
12513,32.347832,118.872625
12514,32.035109,119.033944
12515,32.213063,118.946572
12516,32.213179,118.946497
12517,32.086669,118.804298
12518,32.302646,118.956723
12519,32.302707,118.956574
12520,32.303515,118.957012
12521,32.303581,118.956860
12522,32.344571,118.957049
12523,32.344591,118.957202
12524,32.433111,118.739081
12525,32.433221,118.739258
12526,32.433454,118.739064
12527,32.433576,118.739236
12528,32.571124,118.715481
12529,32.571175,118.715317
12530,32.571662,118.715583
12531,32.571712,118.715420
12532,32.003493,118.679730
12533,32.145991,118.996822
12534,32.171849,118.830601
12535,32.145622,118.995527
12536,31.319837,118.742290
12537,32.057165,118.972741
12538,31.969829,118.753735
12539,32.056368,118.776575
12540,32.056948,118.776476
12541,31.319732,118.740950
12542,32.057849,118.975783
12543,32.000316,119.067934
12544,32.057634,118.776359
12545,32.127197,118.692717
12546,32.057709,118.776975
12547,32.148844,119.000626
12548,32.160485,118.977062
12549,31.869852,118.965517
12550,31.872162,118.968174
12551,31.946194,118.725966
12552,31.876254,118.972560
12553,32.185719,118.688146
12554,31.944156,118.714377
12555,31.944363,118.715129
12556,31.944663,118.715705
12557,31.945184,118.716824
12558,31.945359,118.717024
12559,31.945408,118.717606
12560,31.945466,118.718099
12561,31.945511,118.718312
12562,31.944001,118.713846
12563,31.877601,118.973897
12564,31.879054,118.975285
12565,31.881277,118.977290
12566,31.883520,118.979222
12567,31.885170,118.980618
12568,31.886249,118.981582
12569,31.887307,118.982711
12570,31.979502,118.777886
12571,31.888260,118.983808
12572,31.966329,118.483045
12573,31.889460,118.985447
12574,31.980105,118.781805
12575,31.890510,118.987147
12576,31.980541,118.783443
12577,31.981234,118.785002
12578,31.966385,118.483225
12579,31.982327,118.786982
12580,31.894163,118.993037
12581,31.984557,118.790259
12582,31.895708,118.994840
12583,31.987665,118.794575
12584,31.897126,118.996236
12585,31.988080,118.795136
12586,31.898586,118.997473
12587,31.990002,118.796949
12588,31.991020,118.797724
12589,31.994578,118.799544
12590,32.145819,118.996179
12591,31.902013,119.000148
12592,31.998366,118.801407
12593,32.000037,118.802244
12594,32.057802,118.975484
12595,31.903205,119.001054
12596,32.003631,118.804308
12597,32.004667,118.804867
12598,32.005322,118.805159
12599,32.007328,118.805701
12600,32.010454,118.806488
12601,32.013514,118.807153
12602,32.015722,118.807749
12603,32.143077,119.000287
12604,32.145552,119.004406
12605,31.906019,119.003696
12606,31.318375,118.736385
12607,32.057342,118.973084
12608,31.907246,119.005075
12609,32.150127,118.998438
12610,31.908177,119.006279
12611,31.909397,119.007924
12612,31.910490,119.009419
12613,31.911830,119.011255
12614,31.912641,119.012327
12615,32.150726,119.002468
12616,31.913466,119.013191
12617,32.322183,118.815142
12618,31.914263,119.013880
12619,32.149248,118.998005
12620,31.915257,119.014620
12621,32.037626,119.037105
12622,31.916300,119.015201
12623,31.917393,119.015666
12624,31.918472,119.015991
12625,32.057235,118.971910
12626,31.919770,119.016281
12627,32.105111,118.657346
12628,31.913083,118.661807
12629,31.920665,119.016298
12630,31.921857,119.016314
12631,31.922731,119.016206
12632,32.157147,118.670424
12633,31.924099,119.015949
12634,31.926475,119.015517
12635,31.902926,119.080621
12636,32.080657,118.926072
12637,32.143316,119.001479
12638,31.913484,118.662086
12639,32.057268,118.972497
12640,31.793401,118.549148
12641,32.096942,118.678306
12642,32.153030,119.018065
12643,32.091058,118.784842
12644,32.090983,118.784952
12645,32.079084,118.669288
12646,32.057363,118.972856
12647,32.077023,118.668943
12648,32.058147,118.976013
12649,32.325776,118.796119
12650,31.739344,118.876435
12651,32.037723,119.037260
12652,31.952232,118.572962
12653,32.018847,118.713474
12654,32.019162,118.713602
12655,32.252243,118.753207
12656,32.251436,118.752338
12657,32.023872,118.786948
12658,32.025555,118.785963
12659,32.023180,118.787548
12660,32.024576,118.790082
12661,32.024680,118.792821
12662,32.249158,118.750373
12663,31.944444,118.601915
12664,31.956379,118.552401
12665,31.932854,118.570898
12666,31.988971,118.708762
12667,31.965384,118.541945
12668,32.025392,118.793396
12669,32.080162,118.667405
12670,31.976208,118.451313
12671,31.958943,118.541425
12672,32.060509,118.981024
12673,31.764557,118.921639
12674,31.969342,118.554168
12675,31.706138,119.021030
12676,32.080096,118.667682
12677,31.700979,119.021258
12678,31.900410,118.819857
12679,31.900577,118.820176
12680,32.155372,118.955195
12681,31.958093,118.550387
12682,31.958098,118.550382
12683,31.969395,118.536319
12684,32.217601,119.123187
12685,31.901639,118.819408
12686,31.901254,118.818004
12687,31.965968,118.550796
12688,32.158226,119.028688
12689,31.972776,118.541598
12690,32.118876,118.941439
12691,31.943587,118.578319
12692,32.217373,119.082775
12693,32.034384,118.698932
12694,31.956797,118.563448
12695,32.060194,118.980273
12696,32.157756,119.027767
12697,31.550463,119.019370
12698,31.965894,118.550787
12699,31.900676,118.818012
12700,31.900712,118.818903
12701,31.898188,118.818225
12702,31.898376,118.818211
12703,31.898456,118.818120
12704,31.899344,118.818077
12705,32.119147,118.949516
12706,32.084733,118.826254
12707,31.913010,118.547286
12708,31.900257,118.818037
12709,31.967800,118.552664
12710,31.960168,118.543959
12711,31.890979,118.813913
12712,31.974940,118.538732
12713,31.900057,118.818049
12714,31.888008,118.811534
12715,31.965921,118.540024
12716,32.060318,118.980318
12717,31.887339,118.811921
12718,32.157006,119.025668
12719,31.967833,118.539040
12720,31.886465,118.813356
12721,31.737162,118.889624
12722,32.086675,118.791975
12723,32.086383,118.793155
12724,32.086545,118.793260
12725,32.092289,118.781894
12726,31.736944,118.889456
12727,32.211533,119.200660
12728,31.886536,118.815155
12729,32.071340,118.778806
12730,31.736528,118.889402
12731,32.060705,118.980910
12732,31.886942,118.815933
12733,32.231453,119.120734
12734,31.310779,118.971001
12735,31.736360,118.889247
12736,31.736287,118.889011
12737,32.158645,118.669282
12738,32.146992,118.989940
12739,31.736342,118.888748
12740,31.736523,118.888509
12741,31.743105,118.883518
12742,31.985094,118.696891
12743,31.829504,118.836340
12744,31.828009,118.836576
12745,31.831593,118.835850
12746,31.827527,118.836472
12747,31.826634,118.836279
12748,31.828976,118.836276
12749,31.830535,118.836193
12750,31.826962,118.836408
12751,31.832300,118.834853
12752,31.825621,118.836597
12753,31.826186,118.836383
12754,31.832148,118.835632
12755,31.828439,118.836450
12756,31.744436,118.882705
12757,31.943985,118.577616
12758,31.744112,118.881789
12759,32.060453,118.980611
12760,31.956609,118.535969
12761,31.606926,119.024170
12762,31.886287,118.813682
12763,31.748324,118.938723
12764,32.346573,118.968261
12765,32.346613,118.968235
12766,32.124815,118.933627
12767,31.938315,118.584934
12768,31.891057,118.814380
12769,31.910296,118.545677
12770,31.887068,118.816265
12771,31.944406,118.595244
12772,31.915159,118.547372
12773,31.810798,118.717823
12774,31.960794,118.558010
12775,32.082548,118.708806
12776,32.060070,118.979806
12777,31.310153,118.969713
12778,32.169375,119.015008
12779,32.119573,118.935249
12780,31.743514,118.882844
12781,31.810475,118.716210
12782,32.164158,118.915843
12783,32.171181,119.014593
12784,31.886548,118.812784
12785,31.741751,118.884369
12786,32.125914,118.819657
12787,32.125943,118.819743
12788,32.125955,118.819934
12789,32.125964,118.820677
12790,32.124601,118.819196
12791,32.124631,118.819026
12792,32.124547,118.816181
12793,32.124624,118.816071
12794,32.124735,118.816010
12795,32.125713,118.814369
12796,32.125782,118.814281
12797,32.125755,118.814336
12798,32.125649,118.814393
12799,31.364422,118.922544
12800,31.810415,118.714336
12801,32.125183,118.816433
12802,32.125162,118.816583
12803,32.125180,118.816650
12804,32.125246,118.816734
12805,32.125319,118.816785
12806,32.125600,118.816879
12807,32.126123,118.816986
12808,32.126175,118.817029
12809,32.126200,118.817098
12810,32.126211,118.817254
12811,32.126187,118.817520
12812,32.126150,118.817747
12813,32.127861,118.737725
12814,32.126048,118.818150
12815,31.791498,118.630835
12816,32.125716,118.818957
12817,32.125689,118.819051
12818,32.125646,118.819091
12819,32.125589,118.819105
12820,32.124662,118.818826
12821,32.124138,118.818694
12822,32.124072,118.818641
12823,32.082211,118.607158
12824,32.081656,118.607208
12825,32.080870,118.607276
12826,32.080619,118.607319
12827,32.080369,118.607396
12828,32.079922,118.607640
12829,32.079233,118.608096
12830,32.078017,118.608934
12831,32.077693,118.609192
12832,32.077223,118.609707
12833,32.076787,118.610184
12834,32.076620,118.610406
12835,32.076341,118.610594
12836,32.075938,118.610721
12837,32.075502,118.610838
12838,32.075004,118.610973
12839,32.074563,118.611069
12840,32.074249,118.611130
12841,32.073884,118.611204
12842,32.073688,118.611241
12843,32.073584,118.611291
12844,32.073317,118.611463
12845,31.741776,118.878975
12846,32.091015,118.579769
12847,31.742181,118.879744
12848,32.104332,118.874267
12849,31.748389,118.938898
12850,32.080414,118.668753
12851,31.742898,118.880503
12852,32.059709,118.732833
12853,31.810417,118.715544
12854,32.102984,118.509759
12855,32.073499,118.725577
12856,31.744055,118.883276
12857,31.308788,118.969835
12858,32.013513,119.071006
12859,31.888715,118.816852
12860,31.744304,118.883128
12861,32.161218,118.668225
12862,32.401773,118.886524
12863,31.656352,118.713216
12864,31.810613,118.717052
12865,31.744463,118.883026
12866,32.112464,118.929384
12867,31.742255,118.883997
12868,31.890628,118.815774
12869,31.743444,118.883043
12870,31.994910,118.756821
12871,31.743080,118.880420
12872,31.994307,118.799791
12873,31.811037,118.718516
12874,31.742459,118.878487
12875,32.008969,118.806660
12876,31.741678,118.877781
12877,32.082318,118.824070
12878,32.086557,118.821537
12879,31.852084,118.571447
12880,32.398526,118.880708
12881,32.088574,118.820550
12882,32.561914,118.563386
12883,32.127466,118.737296
12884,32.562203,118.563687
12885,32.094110,118.846123
12886,31.863127,118.977780
12887,32.473763,118.756392
12888,32.479320,118.781819
12889,32.480044,118.788085
12890,32.480171,118.786948
12891,32.083389,118.823779
12892,32.478632,118.796882
12893,32.082648,118.823979
12894,32.478505,118.797461
12895,32.087301,118.821086
12896,32.479139,118.793920
12897,32.479936,118.785317
12898,32.562782,118.564416
12899,32.122039,118.930527
12900,31.288909,118.892370
12901,32.563017,118.564695
12902,32.084222,118.823212
12903,32.080375,118.667265
12904,32.563306,118.564974
12905,31.810763,118.708433
12906,31.903061,119.080610
12907,32.563505,118.565189
12908,32.060847,118.985944
12909,32.563885,118.565511
12910,31.306364,118.971489
12911,32.119320,118.936299
12912,32.060977,118.747349
12913,32.062746,118.745749
12914,32.067119,118.744375
12915,32.060786,118.746758
12916,32.072608,118.739712
12917,32.066162,118.745076
12918,32.037863,119.026526
12919,32.565042,118.565983
12920,32.061088,118.983125
12921,32.565295,118.566004
12922,32.069601,118.743066
12923,32.070819,118.741511
12924,31.886703,118.812505
12925,32.071992,118.740106
12926,32.086210,118.734232
12927,31.973414,118.789380
12928,32.565965,118.566090
12929,32.072892,118.739280
12930,32.065399,118.745430
12931,32.064555,118.745523
12932,32.061525,118.745903
12933,32.071610,118.740341
12934,32.566164,118.566412
12935,32.071145,118.740935
12936,31.974736,118.792224
12937,32.091009,118.629812
12938,32.566453,118.566819
12939,32.055800,118.724211
12940,31.884633,118.816559
12941,31.976007,118.789684
12942,31.976486,118.789374
12943,31.976564,118.789876
12944,31.977250,118.789603
12945,32.566923,118.567506
12946,32.061116,118.984170
12947,31.884294,118.810250
12948,31.978418,118.788500
12949,32.057154,118.830368
12950,31.978610,118.789009
12951,31.978647,118.771811
12952,31.978694,118.772270
12953,31.978832,118.788317
12954,32.567140,118.568171
12955,32.001398,118.791254
12956,32.143083,118.560760
12957,31.884677,118.816959
12958,32.567050,118.568515
12959,31.778830,118.831973
12960,32.061274,118.984889
