Source,X,Y
776,32.024027,118.698444
777,32.206162,119.146648
778,32.096984,118.744875
779,32.024893,118.699202
780,32.081730,118.914609
781,32.097034,118.744867
782,31.737483,118.873384
783,32.047242,118.649103
784,32.093564,118.515708
785,31.341828,118.920168
786,32.097159,118.744681
787,32.026332,118.700425
788,32.026757,118.700749
789,31.909796,118.410701
790,32.027916,118.701650
791,31.930976,118.697115
792,31.972622,118.773169
793,32.028819,118.702262
794,32.097470,118.744392
795,32.030251,118.702772
796,32.093941,118.514607
797,32.028850,118.709576
798,32.031235,118.702729
799,32.369985,118.766571
800,32.308909,118.938355
801,32.308982,118.938309
802,32.031092,118.703171
803,32.309693,118.937121
804,32.309784,118.937091
805,32.310568,118.937309
806,32.310689,118.937322
807,32.311115,118.937319
808,32.311360,118.937357
809,32.311672,118.937448
810,32.313561,118.938076
811,32.316088,118.938923
812,32.139768,118.947825
813,32.142126,118.697676
814,32.049776,118.930687
815,32.051453,118.846090
816,32.031841,118.707415
817,32.032171,118.703588
818,32.032762,118.703984
819,31.422435,119.029244
820,32.386197,118.830100
821,32.213536,118.687140
822,31.930817,118.696879
823,32.051901,118.846095
824,32.089348,118.633320
825,32.052147,118.842012
826,32.034139,118.703122
827,32.045022,118.926959
828,32.052444,118.842136
829,31.972806,118.774542
830,31.934747,118.696258
831,32.052545,118.845859
832,32.013741,118.722025
833,32.256087,118.890077
834,32.253619,118.888275
835,32.045481,118.926081
836,32.009866,118.697591
837,32.053367,118.846057
838,32.094296,118.512387
839,31.972852,118.779308
840,32.088271,118.832346
841,32.045695,118.921701
842,32.046242,118.509725
843,32.556308,118.707147
844,32.045722,118.921037
845,31.915589,118.884295
846,31.972871,118.778124
847,31.936120,118.694099
848,32.045469,118.921028
849,32.206467,119.138678
850,32.066692,118.812026
851,32.045336,118.924629
852,32.079495,118.810914
853,31.737646,118.873437
854,32.094391,118.512209
855,31.342545,118.917276
856,32.045259,118.926151
857,31.972898,118.775295
858,31.422616,119.029232
859,32.341308,118.761728
860,32.386575,118.748313
861,32.386637,118.744350
862,31.934320,118.690695
863,32.051262,118.662627
864,32.040779,118.554609
865,31.973035,118.780514
866,32.043949,118.928459
867,32.096006,118.750185
868,31.342530,118.917153
869,31.909253,118.409183
870,31.934105,118.691301
871,31.938416,118.622480
872,31.342734,118.918443
873,32.140966,118.698787
874,31.955642,118.686181
875,31.936422,118.693857
876,32.134079,118.947258
877,32.098446,118.748726
878,32.051317,118.930299
879,31.342678,118.918735
880,32.190920,119.079134
881,31.953443,118.646815
882,32.007047,118.789308
883,32.033132,118.923615
884,32.013444,118.721836
885,32.334882,118.895523
886,31.929117,118.989855
887,32.334646,118.897927
888,32.342121,118.852007
889,31.976608,118.679463
890,32.210163,118.724955
891,32.047398,118.880194
892,32.346358,118.853939
893,31.845600,118.834258
894,31.745266,118.709796
895,32.007151,118.786469
896,32.210143,118.723168
897,32.044962,118.552454
898,32.119608,118.900591
899,32.336527,118.886056
900,31.971285,118.668371
901,32.336759,118.886157
902,31.971985,118.668510
903,32.336931,118.886222
904,32.139935,118.699765
905,32.341078,118.852313
906,32.028938,118.710743
907,32.282660,118.839997
908,31.979557,118.666414
909,31.745263,118.711823
910,32.011048,118.754328
911,32.390473,118.835121
912,32.053608,118.661190
913,32.038603,118.791783
914,32.038848,118.790958
915,32.037744,118.791490
916,32.208039,118.704799
917,32.046130,118.915011
918,32.209567,118.717161
919,31.979305,118.666753
920,32.046628,118.914052
921,31.330049,118.813485
922,32.007345,118.784382
923,32.210781,118.735481
924,31.936125,118.692702
925,31.979599,118.666578
926,32.203352,119.133630
927,31.978651,118.665149
928,31.938256,118.622506
929,32.201878,118.696222
930,32.047944,118.911849
931,32.208416,118.709653
932,31.976517,118.662018
933,32.129268,118.794937
934,32.128472,118.724755
935,31.936304,118.642520
936,31.977626,118.662867
937,31.938268,118.640054
938,31.941304,118.644131
939,32.007474,118.784056
940,31.936265,118.692520
941,32.094749,118.785770
942,32.048833,118.550420
943,32.105090,118.901600
944,32.105111,118.901583
945,31.443939,118.966698
946,32.105179,118.901289
947,32.107603,118.951816
948,32.105182,118.901425
949,32.105178,118.901465
950,32.105174,118.901540
951,32.207550,118.745874
952,32.105194,118.901585
953,31.978590,118.664260
954,32.105199,118.901641
955,32.105193,118.901667
956,32.105301,118.901765
957,32.105258,118.901701
958,31.977523,118.663547
959,32.105191,118.901700
960,32.105141,118.901738
961,32.105105,118.901734
962,32.105069,118.901744
963,31.977979,118.664338
964,32.105052,118.901774
965,32.105035,118.901766
966,32.105006,118.901737
967,31.440637,118.968329
968,32.104996,118.901673
969,32.094671,118.786275
970,32.104870,118.901549
971,32.104829,118.901443
972,32.105250,118.902460
973,32.105477,118.902356
974,31.978851,118.666215
975,32.105479,118.902445
976,32.105310,118.902629
977,32.105281,118.902533
978,32.105313,118.902505
979,31.978844,118.666408
980,32.105384,118.902515
981,32.105433,118.902513
982,32.105466,118.902483
983,32.029074,118.711275
984,32.105521,118.902548
985,31.978815,118.666558
986,32.174713,118.527346
987,32.175347,118.527236
988,32.105445,118.902639
989,32.105523,118.902582
990,32.105610,118.902654
991,31.978758,118.666693
992,32.104944,118.902062
993,32.104750,118.902015
994,32.104708,118.901953
995,31.435102,118.970618
996,32.104712,118.901734
997,32.094864,118.786297
998,32.104516,118.901553
999,32.104549,118.901511
1000,31.718264,118.753185
1001,32.210703,118.737380
1002,32.103846,118.899880
1003,31.978508,118.666942
1004,32.013355,118.804497
1005,32.103660,118.899823
1006,32.103515,118.899874
1007,32.103351,118.899929
1008,32.001283,118.791307
1009,31.996927,118.800832
1010,32.011200,118.803102
1011,32.017290,118.777292
1012,32.016100,118.802429
1013,32.004455,118.787913
1014,32.103171,118.898616
1015,32.102969,118.898699
1016,32.102880,118.898788
1017,32.102839,118.898887
1018,32.208435,118.698629
1019,32.013298,118.796732
1020,32.002399,118.788535
1021,31.326525,118.887960
1022,32.015054,118.798201
1023,32.017173,118.733920
1024,32.015181,118.804477
1025,32.203403,119.137334
1026,32.014989,118.797375
1027,32.007874,118.797092
1028,32.388877,118.723844
1029,32.030630,118.737873
1030,32.011373,118.802401
1031,32.015554,118.784758
1032,32.001398,118.803087
1033,32.006426,118.821855
1034,32.016407,118.797778
1035,32.014808,118.796785
1036,32.153597,118.712753
1037,32.157675,118.717168
1038,32.157669,118.717264
1039,32.185285,118.700006
1040,32.000074,118.789920
1041,32.014108,118.796941
1042,32.009441,118.801366
1043,32.016484,118.789650
1044,32.014366,118.805010
1045,32.014385,118.795348
1046,32.015390,118.804263
1047,32.005565,118.787119
1048,32.108246,118.902265
1049,32.108635,118.903350
1050,32.184932,118.701331
1051,32.017173,118.777828
1052,32.013971,118.794371
1053,32.278008,118.793470
1054,32.005947,118.786968
1055,32.015354,118.799307
1056,32.182430,118.701812
1057,32.014699,118.789093
1058,32.001313,118.790881
1059,32.274683,118.798939
1060,32.014972,118.787376
1061,32.181122,118.704301
1062,32.013171,118.794049
1063,32.010787,118.804843
1064,32.207845,118.722495
1065,32.015907,118.783156
1066,32.012825,118.803911
1067,32.013128,118.792945
1068,32.013640,118.806723
1069,32.000955,118.789497
1070,32.008513,118.787011
1071,32.015986,118.802970
1072,32.210083,118.741932
1073,32.009695,118.787419
1074,32.015954,118.801130
1075,31.322333,118.898797
1076,32.196252,118.719047
1077,32.013095,118.791997
1078,32.010423,118.806641
1079,32.016446,118.780081
1080,32.335979,118.885953
1081,32.029278,118.712517
1082,32.336233,118.885953
1083,32.208136,118.701010
1084,32.341767,118.852131
1085,31.744682,118.710280
1086,32.137865,118.708582
1087,32.203338,119.137908
1088,32.127195,118.716898
1089,32.346612,118.854063
1090,32.207025,118.722228
1091,32.347473,118.854539
1092,31.959633,118.701442
1093,32.335236,118.891683
1094,31.959422,118.704118
1095,32.340987,118.852345
1096,31.846875,118.834810
1097,31.744623,118.710360
1098,32.342388,118.851889
1099,31.936159,118.694069
1100,32.203386,119.138005
1101,31.718255,118.753491
1102,32.016038,118.742101
1103,32.343802,118.852721
1104,32.345628,118.853681
1105,32.349322,118.855340
1106,32.348705,118.855114
1107,32.029267,118.709878
1108,32.349544,118.855419
1109,31.298924,118.787256
1110,32.121288,118.969990
1111,31.744587,118.710489
1112,31.937377,118.696083
1113,32.094274,118.786195
1114,32.346621,118.854132
1115,32.341373,118.852243
1116,32.335127,118.893163
1117,32.348484,118.855006
1118,32.337629,118.886125
1119,31.343579,118.918778
1120,32.335308,118.889859
1121,32.334946,118.894998
1122,31.331034,118.812681
1123,31.962903,118.666492
1124,31.744587,118.710966
1125,31.962164,118.666765
1126,32.334583,118.898538
1127,31.967184,118.672342
1128,32.203544,119.140087
1129,31.968479,118.672639
1130,32.335834,118.885953
1131,32.334755,118.896822
1132,31.972050,118.673425
1133,31.972434,118.673420
1134,31.972819,118.673411
1135,32.335263,118.891092
1136,31.972939,118.673291
1137,31.972939,118.673506
1138,31.973034,118.673618
1139,31.973330,118.678077
1140,31.973476,118.678244
1141,32.335426,118.887412
1142,32.029279,118.709625
1143,31.967042,118.676661
1144,32.334692,118.897476
1145,32.337248,118.886329
1146,31.964689,118.683252
1147,32.343385,118.852426
1148,32.335453,118.886350
